Job Title,Description
"Assistant Staff Analyst, Data Analytics","salary 35.2350.83 per hour summary housing for health hfh is a program office within community programs, a division under los angeles county health services dhs. hfh was created in support of the los angeles county homeless initiative recommendations in response to and in support of the countys effort to address and combat homelessness in the communities residing within the boundaries of the countys eight service planning areas spas. this position will be providing analytical support to hfh various teams with the focus on countywide benefits entitlement services team cbest. cbest provides benefit advocacy services to people with disabilities experiencing homelessness or who are high risk of becoming homeless e.g. lowincome seniors, veterans, people exiting the justice system who have complex health andor behavior health conditions, high utilizers of public services in obtaining sustainable income through government programs such as supplemental security income ssi, or social security disability insurance ssdi, cash assistance program for immigrants capi, andor veteran disability benefits as they assist the clients who are experiencing homelessness or at risk of homelessness to obtain social security benefits. cbest services are provided across dhs street medicine, interim housing, permanent housing, enriched residential care, and more. functions of the position include, but are not limited to the following essential functions data collection and analysis explores and utilizes diverse data sources for comprehensive reporting, ensuring a holistic representation of program outcomes collaborates with hfh various teams to identify, track, and analyze key performance indicators kpis conducts statistical analyses of data for hfh various teams, highlighting program value and guiding impactful process changes strategic reporting develops and maintain tailored reports for internal and external stakeholders, presenting key insights and metrics generates adhoc reports providing snapshot views of program status and supports quality improvement qi projects acts as a thoughtpartner for the hfh teams, finding creative and effective ways to reflect the value of hfh programs tool development and maintenance helps refine program management practices through the creation of new reporting and analytical tools facilitates the design, build, and maintenance of microsoft databases and analytical support tools to be used by hfh team members and by other external stakeholders project management provides training and technical assistance on data management and tracking to ensure accurate data collection convenes and facilitates discussions with stakeholders to design and implement tools and reports job qualifications the ideal candidate has experience working with a clientcentric relational database and in microsoft access. they are comfortable with using various tools to analyze large datasets and have taken the lead on projects where the best path forward is unclear. educationexperience three or more years of highly complex administrative experience in the health, housing, social services, or related sectors. certificateslicensesclearances successful clearing through the live scan process with the county of los angeles. in accordance with ban the box legislation hfh adheres to a fair chance process. physical demands stand not applicable walk not applicable sit not applicable handling fingering not applicable reach outward not applicable reach above shoulder not applicable climb, crawl, kneel, bend not applicable lift carry not applicable pushpull not applicable see constantly taste smell not applicable not applicable not required for essential functions occasionally 0 2 hrsday frequently 2 5 hrsday constantly 5 hrsday work environment currently remote work and home office setting with a potential transition to a general office setting, indoors temperature controlled eeoc statement it is the policy of heluna health to provide equal employment opportunities to all employees and applicants, without regard to age 40 and over, national origin or ancestry, race, color, religion, sex, gender, sexual orientation, pregnancy or perceived pregnancy, reproductive health decision making, physical or mental disability, medical condition including cancer or a record or history of cancer, aids or hiv, genetic information or characteristics, veteran status or military service. equal opportunity employerprotected veteransindividuals with disabilities this employer is required to notify all applicants of their rights pursuant to federal employment laws. for further information, please review the know your rights notice from the department of labor. the contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. however, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is a in response to a formal complaint or charge, b in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or c consistent with the contractors legal duty to furnish information. 41 cfr 601.35c"
"Analyst, Healthcare Data","job description job summary designs and implements processes and solutions associated with a wide variety of data sets used for datatext mining, analysis, modeling, and predicting to enable informed business decisions. gains insight into key business problems and deliverables by applying statistical analysis techniques to examine structured and unstructured data from multiple disparate sources. collaborates across departments and with customers to define requirements and understand business problems. uses advanced mathematical, statistical, querying, and reporting methods to develop solutions. develops information tools, algorithms, dashboards, and queries to monitor and improve business performance. creates solutions from initial concept to fully tested production, and communicates results to a broad range of audiences. effectively uses current and emerging technologies. knowledgeskillsabilities extracts and compiles various sources of information and large data sets from various systems to identify and analyze outliers. sets up process for monitoring, tracking, and trending department data. prepares any state mandated reports and analysis. works with internal, external and enterprise clients as needed to research, develop, and document new standard reports or processes. implements and uses the analytics software and systems to support the departments goals. must have member movement or pcp reassignment or enrollment and provider termination experience. must have intermediate level ms excel experience, familiarity with enrollment and managed healthcare experience is required. must be able to research and analyze data using sql is required. experience with qnxt is preferred. medicare medicaid membership exp required required soft skill include but are not limited to excellent communication possess a team player attitude ability to work in a diverse environment. must be flexible and willing to learn new skills. job qualifications required education associates degree or equivalent combination of education and experience required experience 13 years preferred education bachelors degree or equivalent combination of education and experience preferred experience 35 years to all current molina employees if you are interested in applying for this position, please apply through the intranet job listing. molina healthcare offers a competitive benefits and compensation package. molina healthcare is an equal opportunity employer eoe mfdv. pay range 68,640 111,967 annual actual compensation may vary from posting based on geographic location, work experience, education andor skill level."
Data Analyst,"apply here httpssecure.onehcm.comtachildaction.jobsshowjob721575951trackidindeed child action, inc. cai is a private, nonprofit corporation created in 1976 to promote the education and social welfare of children and families and to advocate on their behalf. our programs include resource and referral services for families seeking childcare, child care subsidies for qualifying families, recruitment and professional development of the child care workforce, and family education and support. we are seeking individuals who are highly organized, have the ability to multitask, provide excellent customer service, have good problemsolving skills and have the ability to understand the problems and issues facing families from a variety of ethnic and economic communities. please note that completing the job application form is a mandatory requirement for this position. position purpose scope under the direct supervision of the director of information technology, the data analyst will oversee the collection, analysis, and interpretation of data to support datadriven decisionmaking across the organization. this role will play a critical part in leveraging data analytics to optimize operations, improve reporting, and support strategic initiatives. the data analyst will manage data integrations, optimize reporting tools, and support data analysis efforts for departments like fundraising, marketing, and program management. typical duties collect, clean, and analyze data from multiple sources, ensuring data integrity and accuracy. develop and maintain reporting tools, dashboards, and visualizations to support organizational decisionmaking, using platforms such as power bi or tableau. lead the analysis and migration of existing reporting solutions to a modern business intelligence platform, ensuring data accuracy, efficiency and usability. monitor and analyze key performance indicators kpis to assess program effectiveness and impact. support the integration of data from various systems, ensuring accurate and timely data flow. conduct exploratory data analysis to identify trends, patterns, and opportunities for improvement. develop and automate reports to provide realtime insights into program performance, fundraising efforts, and other key metrics. provide actionable insights and recommendations to management, based on data findings. collaborate with crossfunctional teams, including marketing, development, and program staff, to align data analysis with organizational goals. assist in the preparation of data for external reporting requirements, including grant reporting and donor communications. document data processes, including data collection, cleaning, and analysis procedures for internal use and compliance purposes. stay updated on the latest data analysis tools, techniques, and best practices to continuously improve data workflows. provide technical support and training to team members on datarelated tasks and reporting tools. perform other duties as assigned."
IT Health Data Analyst II,"this position is open to candidates based anywhere in california, with the understanding that occasional inoffice meetings may be required. plan and evaluate activities through the design and development of datareports and the analysis and interpretation of data. this includes the development of database tools and analysis to produce data support for various companywide programs and activities. position overview essential functions analyze health management programs including data collection, validation and outcome measurement. strong ability to analyze provider, member, pharmacy, claims, and healthcare data internal data cleansing and data reconciliation analysis trend analysis in various functional areas of health care management. create and generate reports through msexcel, msaccess, mspower platform and sql using business objects interface and direct links to core databases navigate complex data structures in sql server to retrieve data produce reports for and interface with senior management and internal and external stakeholders. gather and interpret business requirements and monitor data trends to proactively identify issues execute data changes and update core systems as needed handle multiple projects and timelines effectively and communicate risks and issues to manager regularly assist with training associate data analyst. responsible for analytical data needs. handle complex data requests, reports, and predictive data modeling. perform data cleaning, loading, extraction, processing, storage and manipulation. build and maintain program source code written by self and others. maintain detailed documentation of programming and analyses. communicate project results to managers and various users. design and develop relational databases for collecting data and create data collection screens. participate in decisions regarding study design, data collection, and data analysis. secondary functions backup edi analyst in job duties perform other duties as assigned. requirements these are the qualifications typically needed to succeed in this position. however, you dont need to meet every requirement to apply. education and experience bachelors degree in computer science, statistics, mathematics, economics or similar field. four 4 years work experience in db reporting data analysis and programming. solid experience with sql and db design and maintenance with microsoft sql is a must. experience in interpreting and reporting results of analysis, data processing and management, hipaa edi, and the use of health data codes. knowledge of basic statistical concepts, models, and procedures. medical andor medicare programs highly preferred. personal computers and proficiency in microsoft power platform include power bi, power apps, and power automate. api endpoints management and development. ability to analyze data and create reportsdata extractions. organize work, manage time, and meet deadlines. work under deadlines manage multiple job requests simultaneously. communicate effectively and provide a high standard of customer service. thoroughly document work adapts to changes in requirementspriorities for daily and specialized tasks. translate users need to program functional specifications. communicate and work with users having a wide range of computer skill levels. problemsolve and consider the entire solution. work independently as well as part of a team support team decisions. effectively interact with internal and external contacts. work cooperatively with others. work as part of a team and support team decisions. communicate effectively, both verbally and in writing. adapt to changes in requirementspriorities for daily and specialized tasks skills microsoft .net, c, visual studio, azure, power platform microsoft sql server, data warehousing, database administration, business intelligence salary and benefits the starting salary range is 92,240 118,485 per year, depending on the candidates work experience. excellent benefits package includes hpsmpaid premiums for employees medical, dental and vision coverage employee pays 10 of each dependents premiums fully paid life, add and ltd insurance retirement plan hpsm contributes equivalent of 10 of annual compensation 12 paid holidays a year, 12 paid sick days a year and paid vacation starting at 16 days a year tuition reimbursement plan employee wellness program it is hpsms policy to provide equal employment opportunities for all applicants and employees. hpsm does not unlawfully discriminate based on race, religion, color, national origin, ancestry, physical disability, mental disability, medical condition, marital status, sex, age, sexual orientation, veteran status, registered domestic partner status, genetic information, gender, gender identity, gender expression, or any other characteristic protected by applicable federal, state, or local law. hpsm also prohibits discrimination based on the perception that an applicant or employee has any of those characteristics or is associated with a person who has or is perceived to have any of those characteristics."
Healthcare Data Analyst I - Remote,"at healthcare in action, we serve patients experiencing homelessness through an innovative street medicine approach by contracting with medicare and medicaid health plans as well as hospitals and health systems. street medicine entails using a medically equipped van to deliver medical care directly to people experiencing homelessness in locations such as parking lots, encampments, and parks. the healthcare data analyst will conduct data validation, analysis and interpretation in support of inhouse and external initiatives related to population health, quality improvement, grant reporting, grant applications and research that align with hias vision and goals by utilizing epics reporting tools, tableau and other data analysis software. advanced skills with epic cogito, reporting workbench, slicer dicer and tableau is required responsibilities include designs and produces timely, meaningful and accurate analysis and data interpretation regarding large health care related datasets, related to the organizations initiatives. utilizes epic reporting tools such as cogito, reporting workbench and slicer dicer as well as sap hana and tableau to create reports for both dayto day operations, quality metrics, grant reporting and research. utilizes software programs such as sas, stata, excel, r, or python andor other business intelligence tools to extract needed data. writes original code and modifies existing code, as needed, to execute projects to specifications, and assists in the development of these specifications. conducts data validation and interprets data accurately to produce clear and comprehensive written analyses, graphics, tables, etc. for diverse internal and external audiences. the data analyst plans, organizes, and prioritizes assigned projects, creating and managing work plans that reflect the tasks, timeframes, and processes required for successful completion for enterprisewide integration. assists with development, implementation, and documentation of quality assurance qa processes to ensure that reported data is accurate and reliable. assists with optimizing epics user interface to meet care management and clinical needs and reporting requirements such as developing surveys and interfaces with the cslink team as needed to support hia. assists in new and ongoing research projects as needed. all other duties as assigned. qualifications and experience bachelors degree or equivalent experience 2 years of related healthcare data analytical experience required. advanced skills with epic cogito, reporting workbench, slicer dicer and tableau is required. skills with sas and sql required. experience with managed care contract termsanalysis preferred. experience in a medicare advantage environment preferred. strong analytical skills required. ability to effectively interact with, and present findings to various levels of the organization. ability to document processes and analyses for referencereuse required. excellent technical, interpersonal, written and oral communication skills required. sap hana experience is a plus. clinical code knowledge related to claims, utilization and icd10 codes preferred. proficient in ms office. whats in it for you base salary range 64,000.00 to 102,400.00 an annual employee bonus program robust wellness program generous paidtimeoff pto 11 paid holidays per year, plus 1 additional floating holiday excellent 401k retirement saving plan with employer match. robust employee recognition program tuition reimbursement an opportunity to become part of a team that makes a difference to our members and our community every day at healthcare in action, we believe that it is our business to improve the state of our world. each of us has a responsibility to drive equality in our communities and workplaces. we are committed to creating a workforce that reflects our community through inclusive programs and initiatives such as equal pay, employee resource groups, inclusive benefits, and more. healthcare in action is proud to be an equal employment opportunity and affirmative action workplace. individuals seeking employee will receive consideration for employment without regard to race, color, national origin, religion, age, sex including pregnancy, childbirth or related medical conditions, sexual orientation, gender perception or identity, age, marital status, disability, protected veteran status or any other status protected by law. a background check is required. equal opportunity employer this employer is required to notify all applicants of their rights pursuant to federal employment laws. for further information, please review the know your rights notice from the department of labor."
Strategic Analyst,"job requisition id 25wd87460 french job description to followla description de poste en français se trouve plus bas position overview do you have a passion for the media and entertainment industry are you fascinated by how datasets are related to each other and curious to uncover what insights can be gleaned when combined autodesk entertainment media solutions is looking for a strategic analyst you will have experience solving problems through datadriven insights, analysis and execution. you will be an important contributor to the success of autodesks media entertainment division, and you will work with a talented and dynamic team of professionals who are passionate about bringing the latest technology to the media entertainment industry. this is a great opportunity to grow your strategy skills to evolve into a strategist on ems business strategy team. you can be based in san francisco, los angeles, montreal, toronto hybrid remote options available and will report into the senior manager, me business strategy. responsibilities you will analyze market trends, internal data, competition, current offering structure, business health, and strategic priorities to support business planning and execution you will support and execute on multiple growth plans of autodesks media and entertainment division you will support the strategic intent and the strategic realization process with analysis you will use data to inform decisions and recommendations around strategic tradeoffs you will create compelling presentations you will be collaborative and deliver business outcomes minimum qualifications you have a bachelors degree in business administration, marketing, or a related field you have 4 years of experience in roles combining analytics, research, and business insights strategy including saas topline financial metrics you are an expert in excel and have story telling in powerpoint using your analysis you are fluent in other data tools such as powerbi analyste stratégique description du poste lindustrie des médias et du divertissement vous passionne êtesvous fasciné par la façon dont les jeux de données sont liés les uns aux autres et curieux de découvrir quelles informations peuvent être recueillies une fois combinées les solutions autodesk pour le divertissement et les médias recherchent une analyste stratégique. vous avez de lexpérience dans la résolution de problèmes par le biais dinformations, danalyses et de mises en œuvre basées sur les données. vous contribuerez de manière importante au succès de la division des médias et du divertissement dautodesk et vous travaillerez avec une équipe talentueuse et dynamique de professionnels passionnés par lapport des dernières technologies à lindustrie des médias et du divertissement. cest une excellente occasion de développer vos compétences stratégiques pour devenir une stratège dans léquipe de stratégie commerciale ems. vous pouvez être basé à montréal, toronto, san francisco, los angeles options de travail hybride ou à distance et vous relèverez du directeur principal, stratégie dentreprise média et divertissement. responsabilités analyser les tendances du marché, les données internes, la concurrence, la structure actuelle de loffre, la santé de lentreprise et les priorités stratégiques pour soutenir la planification et lexécution des activités prendre en charge et exécuter plusieurs plans de croissance de la division des médias et du divertissement dautodesk soutenir lintention stratégique et le processus de réalisation stratégique avec analyse utiliser les données pour prendre des décisions et formuler des recommandations sur les compromis stratégiques créer des présentations captivantes être collaboratif et obtenir des résultats commerciaux exigences minimales baccalauréat en administration des affaires, en marketing ou dans un domaine connexe vous disposez de plus de 4 ans dexpérience dans des rôles combinant analyses, recherches, et informations stratégies commerciales, notamment des indicateurs financiers de référence saas vous êtes un expert dexcel et vous faites du storytelling dans powerpoint à laide de votre analyse vous maîtrisez dautres outils de données tels que powerbi liml2 learn more about autodesk welcome to autodesk amazing things are created every day with our software from the greenest buildings and cleanest cars to the smartest factories and biggest hit movies. we help innovators turn their ideas into reality, transforming not only how things are made, but what can be made. we take great pride in our culture here at autodesk our culture code is at the core of everything we do. our values and ways of working help our people thrive and realize their potential, which leads to even better outcomes for our customers. when youre an autodesker, you can be your whole, authentic self and do meaningful work that helps build a better future for all. ready to shape the world and your future join us benefits from health and financial benefits to time away and everyday wellness, we give autodeskers the best, so they can do their best work. learn more about our benefits in the u.s. by visiting httpsbenefits.autodesk.com salary transparency salary is one part of autodesks competitive compensation package. for u.s.based roles, we expect a starting base salary between 89,500 and 154,330. offers are based on the candidates experience and geographic location, and may exceed this range. in addition to base salaries, we also have a significant emphasis on annual cash bonuses, commissions for sales roles, stock grants, and a comprehensive benefits package. equal employment opportunity at autodesk, were building a diverse workplace and an inclusive culture to give more people the chance to imagine, design, and make a better world. autodesk is proud to be an equal opportunity employer and considers all qualified applicants for employment without regard to race, color, religion, age, sex, sexual orientation, gender, gender identity, national origin, disability, veteran status or any other legally protected characteristic. we also consider for employment all qualified applicants regardless of criminal histories, consistent with applicable law. diversity belonging we take pride in cultivating a culture of belonging and an equitable workplace where everyone can thrive. learn more here httpswww.autodesk.comcompanydiversityandbelonging are you an existing contractor or consultant with autodesk please search for open jobs and apply internally not on this external site."
Product & Data Analyst,"the product data analyst role combines product analytics and data analysis to drive insights, optimize product performance, and support strategic decisionmaking. works closely with crossfunctional teams to analyze product performance, generate actionable insights, and support product development with datadriven recommendations. this hybrid role blends both product analytics and datadriven decisionmaking. responsibilities analyze product usage data to provide insights on user behavior, engagement, and feature adoption. monitor key product metrics e.g., customer acquisition, retention, churn to identify trends, issues, and opportunities for growth. collaborate with product managers to define kpis and success metrics for product features and initiatives. support product lifecycle by analyzing user feedback, customer needs, and market trends to influence product roadmaps. document and maintain product related process flows. collaborate with product managers to validate reporting and resolve data discrepancies to ensure accuracy. gather, process, and analyze large datasets from various sources e.g., product data, user data, customer data to deliver actionable insights. develop and maintain dashboards and reports to track performance metrics, business trends, and user engagement. work closely with stakeholders to identify business problems and provide datadriven solutions. use statistical methods and advanced data techniques e.g., regression analysis, clustering, predictive modeling to inform product and business decisions. ensure data integrity and quality by conducting regular data audits and identifying any inconsistencies or inaccuracies. partner with product, engineering, marketing, and sales teams to align on key business objectives and support product development. communicate insights and findings to both technical and nontechnical stakeholders, translating complex data into clear, actionable recommendations. support product launches by analyzing market conditions, customer feedback, and competitive landscape. provide timely responses to product related inquiries and escalations. other duties as assigned. qualifications 2 years of experience required in product analytics, data analysis, or a similar role. 2 years banking experience preferred. strong proficiency required in data analysis tools such as sql, excel, or others. experience with data visualization tools e.g., tableau, power bi and ab testing frameworks. experience working in a productdriven environment is a plus. preferred qualifications 510 years of product or treasurycash management experience preferred. a reasonable, good faith estimate of the minimum and maximum base salary or pay for this position is 37.73hr to 62.87hr. actual compensation will vary based on various factors including but not limited to location, experience, and performance. a discretionary bonus andor business line incentive may be provided, in addition to a medical and other benefits, dependent on the position. for more information regarding our benefits, please visit httpswww.ppbi.comcareers.html ca los angeles applicants applicants are notified that the company is an insured depository institution subject to the restrictions and requirements of section 19 of the federal deposit insurance act 12 cfr 303 section 19. in accordance with section 19, the company will consider an applicants criminal history after an applicant is made a conditional offer of employment. qualified applicants with criminal conviction records will be considered for employment in accordance with the los angeles fair chance ordinance. section 19 may prohibit the company from employing an applicant with criminal convictions for fraud, breach of trust, embezzlement, mishandling of money or any crime of violence may have a direct impact on the job duties as set forth in the job description and such convictions may result in withdrawal of a conditional offer of employment in accordance with the los angeles fair chance ordinance. because of the nature of our business, a review of your criminal history is necessary to comply with section 19 and to avoid substantial risk to our business operations and licensing. lionsite lifg1 equal opportunity employerprotected veteransindividuals with disabilities this employer is required to notify all applicants of their rights pursuant to federal employment laws. for further information, please review the know your rights notice from the department of labor. the contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. however, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is a in response to a formal complaint or charge, b in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or c consistent with the contractors legal duty to furnish information. 41 cfr 601.35c"
Data Analyst I,"under the direction of the vp, financial planning analysis, the data analyst i develops, interprets, and implements complex financial and analytical concepts and techniques for financial planning and control regarding management reporting. assists management with the interpretation, evaluation and interrelationship of research data and generates integrated enterprise business analysis and projections to facilitate decisionmaking. essential duties and responsibilities 1. prepares monthly statistical reports of performance of key revenue centers within the enterprise. researches, documents, analyzes and reports all relevant financial information regarding operation of business units. 2. prepares annual revenue forecasts for key revenue centers within enterprise projecting expected performance of specified kpis as defined by strategies and goals determined by executive management. 3. partners with departments across enterprise to develop, evaluate, and revise methodologies for measuring and forecasting performance. ensures commitment to excellence and quality service to all entities of the enterprise. 4. conducts special studies to analyze complex financial actions, and prepares recommendation for policy, procedure, control or action. performs special studies as assigned including preparation of written andor verbal reports. 5. conducts and coordinates financial, market, operational, and related research to support strategic and business planning within department as directed by senior data analyst. 6. assists with interpretation, evaluation, and interrelationship of research data, and generates integrated business analysis and projections for incorporation into decisionmaking. 7. performs other duties as assigned to support the eﬃcient operation of the department. educational, experience and qualifications bachelors degree in business, finance, accounting, economics, or related field required. minimum of two 2 years of analytical experience required. relevant casino experience is highly desirable. related, relevant, andor direct experience may be considered in lieu of minimum educational requirements indicated above. knowledge, skills and abilities ksa advanced proficiency in microsoft word, excel, and access is required. demonstrated knowledge and experience utilizing relational databases and enterprise data reporting tools. employee must have experience demonstrating the utmost discretion and confidentiality as they will have access to confidential information including, but not limited to customer contact information, customer financial data, and organizational financial data. required licenses, certifications and registrations at the discretion of the san manuel tribal gaming commission, you may be required to obtain and maintain a gaming license. select one of the following for driving responsibilities driving responsibilities role requires regular commuting between locations. a valid drivers license and vehicle insurance with minimum liability limits is required. role will not operate or drive tribeowned vehicles or patron vehicles. physical requirements working conditions environment the physical demands and working environment described here are representative of those that an employee encounters and must be met by an employee to successfully perform the essential functions of this job. primary work environment is in a climatecontrolled office setting. work requires travel to attend meetings, trade shows, and conferences. incumbents may be required to work evening, weekend and holiday shifts. must be able to work in a fastpaced, highdemand environment. strength sufficient to exert up to 10 pounds of force occasionally andor a negligible amount of force frequently or constantly to lift, carry, push, pull or otherwise move objects andor move up to 40 pounds occasionally. sedentary work involves sitting most of the time. constantly operates a computer and other office productivity machinery, such as a calculator, copy machine, and computer printer. physical activities that apply to the essential functions of the position are balancing, stooping, kneeling, crouching, reaching, pushing, pulling, lifting, grasping, talking, hearing, and repetitive motions. hearing sufficient to hear conversational levels in person, via videoconference and over the telephone. speech sufficient to make oneself heard and understood in person, in front of groups, in meetings, via videoconference and over the telephone. visual acuity that meets the requirements of the position the worker is required to have close visual acuity to perform an activity such as preparing and analyzing data and figures transcribing viewing a computer terminal expansive reading and visual inspection of employees, visitors or facility. mobility sufficient to safely move in an office environment, walk, stoop, bend and kneel, and enter, exit and operate a motor vehicle in the course of travel to promotional events, meetings, conferences, trade shows and san manuel properties. endurance sufficient to sit, walk and stand for extended periods, and maintain efficiency throughout the entire work shift and during extended work hours. the employee may be exposed to fumes or airborne particles including secondhand smoke. reasonable accommodation will be made in compliance with all applicable law. as one of the largest private employers in the inland empire, san manuel deeply cares about the future, growth and wellbeing of its employees. join our team today"
OR Data Analyst,"overview responsible for facilitation and maintenance of information related to surgical services department data in the areas of chargerevenue, passive tracking process, quality control and improvement, to maintain an acceptable level of accuracy and performance on assigned specific duties related to functionality. provides support for the perioperative services service line. this position provides administrative support, project management, and coordination of meetings and office activities, as well as, maintains the creation and maintenance of all departments administrative files responsible for confidential and time sensitive material. responsibilities responsible for efficiently communicating by phone, written correspondence, and email ensuring that all administrative duties are completed accurately, delivered in high quality and timely manner. may direct and lead the work of others. relies on experience and judgment to plan and accomplish goals a wide degree of creativity and latitude is expected. qualifications minimum of three years experience in an administrative role in a hospital setting preferred. excellent written and verbal communication skills. typing of 60 wpm required. advanced computer skills with extensive knowledge of microsoft office software. ability to communicate effectively both verbal and written strong time management skills with the ability to multitask and prioritize work. attention to detail and problem solving skills. exhibits excellent customer service to staff, physicians and coworkers shows courtesy, compassion and respect conforms to the critical service standards established for the department and hospital."
Business Data Analyst,"about serviceup were revolutionizing the entire car repair experience by saving businesses, consumers, and shops from an outdated repair ecosystem. our techdriven repair platform automates the entire repair process, resulting in saved time and costs while eliminating hassle. we pride ourselves on delivering cuttingedge solutions that empower businesses to thrive in todays digital landscape. with a commitment to excellence and a passion for innovation, we are dedicated to driving success for our clients and fostering a collaborative and rewarding work environment. about the role we are seeking a skilled and detailoriented data analyst to join our team at serviceup. the ideal candidate will turn complex data into actionable insights that drive business decisions. this role requires a combination of analytical prowess, technical skills, and the ability to communicate findings effectively to various stakeholders across the organization. a data analyst will have the following responsibilities analyze datasets from multiple sources to identify trends, patterns, and kpis create user friendly reports and dashboards to track business metrics and share with stakeholders build and maintain sql data models to support business decisionmaking processes and operational reporting collaborate with crossfunctional teams to understand data needs and provide analytical support develop and implement data quality processes to ensure accuracy and reliability partner with engineering on event data collection procedures and identify opportunities for process improvement translate findings into clear, actionable insights for nontechnical audiences train teams on report and dashboard usage and best practices an excellent candidate will exhibit the following required bachelors degree in computer science, statistics, mathematics, or related field 2 years of experience in data analysis or related role high proficiency with sql strong skills with excel, google sheets, and data visualization tools e.g., looker, tableau, power bi excellent problemsolving abilities and attention to detail strong communication skills and ability to present complex data in an understandable way preferred experience with bigquery and looker experience with a programming language such as python or r for scripting and ad hoc data analysis experience in the automotive or service industry familiarity with ab testing methodologies we believe that shared values are fundamental to a successful and fulfilling professional journey. before applying, we encourage you to familiarize yourself with our companys values, mission, and culture. understanding how your values align with ours will ensure a mutually rewarding and harmonious work experience. visit our website httpsserviceup.comaboutus to learn more about who we are and what we stand for. please take the time to read and understand them as they define who we are and what we look for in our candidates ______ serviceup is proud to be an equal opportunity employer. we do not discriminate on the basis of race, religion, color, national origin, sex, gender identity, gender expression, sexual orientation, age, marital status, veteran status."
Data Analyst,"about us at cast crew, weve empowered creativity and supported the global entertainment industry for decades. together with our family of brands backstage, caps, checks balances, final draft, media services, sargentdisc, and the team companies we operate as a combined entertainment technology and services provider offering industry standard screenwriting accounting software, digital payroll products, data reporting, and a host of creative tools. the industry continues to move faster than ever, and the need for our expertise, our technology, and our people has never been greater. we are a productions best ally every step of the way. onecastonecrew position overview the data analyst plays a pivotal role in supporting the strategic business needs of cast crew by transforming data into actionable insights. acting as a bridge between business stakeholders and technology teams, this individual will provide datadriven recommendations that enhance decisionmaking across the organization. the ideal candidate is highly analytical, detailoriented, and thrives in a fastpaced, dynamic environmentable to prioritize and manage multiple tasks efficiently while upholding accuracy, professionalism, and confidentiality. core responsibilities collaborate with stakeholders from various departments to identify, analyze, and document business requirements and provide actionable recommendations. understand business processes, identify issues, and use data to propose solutions for improved decisionmaking. develop and maintain dashboards, reports, and visualizations to track key performance indicators kpis and operational metrics. prepare weekly and monthly data presentations that effectively communicate trends, patterns, and forecasts to identify opportunities for business improvement to executive leadership. use data to identify gaps, inefficiencies and risks and make recommendations for optimization. conduct adhoc data analysis to answer business questions and support decision making. partner with the technology team to enhance data automation, improve system integration, and ensure data integrity. work with engineers and organizational leaders to identify, develop, implement and maintain opportunities for reporting improvements. create clear documentation of data analysis processes, ensuring stakeholders can understand and replicate the analysis if needed. utilize visualization tools e.g., graphs and diagrams to develop and present data summarizing key findings and trends. translate complex data findings into clear insights that can be easily understood. continuously refine and enhance reporting methodologies to improve efficiency and effectiveness. manage multiple projects and priorities, ensuring deadlines are met with high quality output. work closely with multiple business units, assist with special projects as required, always aligning with the culture, values, and strategic goals of the organization. key qualifications bachelors degree is required in business analytics, computer science, mathematics, engineering or related field. 23 years of experience in a similar analytical role. strong analytical and problemsolving skills with keen attention to detail. proficient in database interrogation and analysis tools. technologically savvy with the ability to quickly learn and adapt to new applications and tools. exceptional communication and presentation skills to effectively explain analytical concepts to nontechnical stakeholders. excellent listening skills to accurately understand business requirements. demonstrated ability to work independently, with minimal supervision, while being a proactive team player. strong planning, time management, and organizational skills. resilient and innovative, with the drive to try new ideas and solutions. experience with data visualization tools e.g., tableau, power bi, etc. is a plus. special work conditions sedentary involves sitting most of the time but may involve walking or standing for brief periods of time. some positions may entail exerting up to 15 lbs. of force occasionally andor a negligible amount of force to lift, carry, push, or pull. benefits cast crew provides a comprehensive package of employee benefits including medical, dental, vision, pto, health and wellness programs, employee discounts, and more note cast crew benefits are subject to eligibility requirements. cast crew is an equal opportunity employer committed to hiring a diverse workforce and sustaining an inclusive culture. it is our policy to provide equal employment opportunities to all individuals based on jobrelated qualifications and ability to perform a job, without regard to age, gender, gender identity, sexual orientation, race, color, religion, creed, national origin, disability, genetic information, veteran status, citizenship or marital status, and to maintain a nondiscriminatory environment free from intimidation, harassment or bias based upon these grounds. ca residents your personal information may be collected in connection with certain services provided by cast crew or its affiliated companies. a summary of your california privacy rights can be found at httpswww.castandcrew.comprivacypolicy compensation is commensurate with various factors including, but not limited to, relevant experience, qualifications, skills, training, licensure, certifications, geographic cost of labor, and other business and organizational needs. compensation range for candidates in other locations may differ based on the cost of labor in that location. the compensation range for this position is 80,000.00 105,000.00 per year."
